name,description,killed,year,duration,country
,"Britain, Portugal-Yao (Mozambique), 1898",,1898,0,United_Kingdom
,"France-China (Guanjuang?), 1898",,1898,0,France
,"Britain-China (Weihaiwei), 1898",,1898,0,United_Kingdom
,"China (Beijing), 1898",,1898,0,China
,"France-Mali, 1899",,1899,0,France
,"Britain-Uganda, 1899-1901",,1899,2,United_Kingdom
,"Comoros Islands, 1899",,1899,0,Comoros Islands
,"Britain-Kazembe (?), 1899",,1899,0,United_Kingdom
,"Britain-Arabs (Malawi), 1899",,1899,0,United_Kingdom
,"France-Algeria, 1900-01",,1900,1,France
,"France-Niger (Zinder), 1900-02",,1900,2,France
,"Canhabaque-Portugal (Guinea?), 1900",,1900,0,Canhabaque
,"Britain-Nigeria (Aros, Kantogoro, Nupe), 1901",,1901,0,United_Kingdom
,"Jufunco-Portugal (Guinea?), 1901",,1901,0,Jufunco
,"France-Baoule (Kolumbo, Ivory Coast), 1901",,1901,0,France
,"Brazil-Bolivia, 1902",,1902,0,Brazil
Venezuelan War,"Britain, Germany, Italy-Venezuela, 1902-03",,1902,1,United_Kingdom
,"Morocco (with Spanish and French intervention), 1902-09",,1902,7,Morocco
,"Britain-Nigeria (Bauchi, Bornu, Nassarawa), 1902",,1902,0,United_Kingdom
,"France-Baoule (Ivory Coast), 1902",,1902,0,France
,"Britain-Bornu, 1902",,1902,0,United_Kingdom
,"Britain-Fulani (Yolo, Zaria), 1902",,1902,0,United_Kingdom
,"France-Mauritania (Sout-el-Ma), 1902",,1902,0,France
,"Oio-Portugal (Guinea?), 1902",,1902,0,Oio
,"Portugal-? (Barue, ?), 1902",,1902,0,Portugal
,"Portugal-Angola (central Angola), 1902",,1902,0,Portugal
,"Burundi (anarchy and terrorism), 1902-03",,1902,1,Burundi
,"Germany-Burundi, 1903",,1903,0,Germany
,"Colombia-Panamanians (with US intervention), 1903",,1903,0,Colombia
,"Paraguay, 1904",,1904,0,Paraguay
,"United States-Dominican Republic, 1904",,1904,0,United_States
,"Portugal-Xura, 1904",,1904,0,Portugal
,"France-Conaguis, 1904",,1904,0,France
,"France-Fang, Bakota, Mitshogo (Congo?), 1904-11",,1904,7,France
,"Nama-Germany (Namibia, Angola), 1904-05",,1904,1,Nama
,"Cameroons-Germany, 1904-05",,1904,1,Cameroons
,"France-Madagasgar, 1904-05",,1904,1,France
,"Crete-international force, 1905",,1905,0,Crete
,"Russia (against Jews), 1905-11",,1905,6,Russia
,"French Guinea-France, 1905",,1905,0,French Guinea
,"France-Agbas, Baoule, Ebries (Ivory Coast), 1905",,1905,0,France
,"Britain-Nandi (Kenya), 1905",,1905,0,United_Kingdom
,"French Congo-France, 1905",,1905,0,French Congo
,"Belgian Congo (insurrection in Welle district), 1905",,1905,0,Belgian Congo
,"Iran (with Russian intervention), 1905-09",,1905,4,Iran
,"China, 1905-10",,1905,5,China
,"Cuba-United States, 1906",,1906,0,Cuba
,"Tiv, Jukon-Hausa (Nigeria), 1906",,1906,0,Tiv
,"Nigeria-Britain (Satiru), 1906",,1906,0,Nigeria
,"Betes-France (Haut Sassandra, Ivory Coast), 1906",,1906,0,Betes
,"Portuguese Guinea (Cuor)-Portugal, 1906",,1906,0,Portuguese Guinea
,"Sokoto (Northwest Nigeria)-Britain, 1906",,1906,0,Sokoto
,"Portugal-Mozambique, 1906-10",,1906,4,Portugal
,"Korea-Japan (Hongju and elsewhere), 1906",,1906,0,Korea
,"Angola (Dembo)-Portugal, 1907-10",,1907,3,Angola
,"Germany-? (Namibia), 1907",,1907,0,Germany
,"Korea-Japan, 1907",,1907,0,Korea
Young Turk's Rebellion,"Turkey (Macedonia), 1908-09",,1908,1,Turkey
,"Portugal, 1908-10",,1908,2,Portugal
,"Bissau-Portugal, 1908",,1908,0,Bissau
,"France-Mauritania (Adrar), 1908",,1908,0,France
,"Burundi, 1908-12",,1908,4,Burundi
,"Portugal-Yao (Mozambique), 1908-12",,1908,4,Portugal
,"Nicaragua (with intervention by USA), 1909-12",,1909,3,Nicaragua
,"Honduras (with intervention by USA), 1910-12",,1909,3,Honduras
,"Spain (Catalonia), 1909",,1909,0,Spain
,"Romania (peasants), 1909",,1909,0,Romania
,"Persia (Rasht and Ishfahan), 1909",,1909,0,Persia
,"Britain-Portugal (Lake Kivu, eastern Zaire), 1909",,1909,0,United_Kingdom
,"Ethiopia-Boran Galla (Wajir), 1909",,1909,0,Ethiopia
,"Portugal, 1910",,1910,0,Portugal
,"Portugal-Kasanje, Mahungo (Angola), 1910-11",,1910,1,Portugal
,"Nicaragua, 1911-12",,1911,1,Nicaragua
,"Spain-Morocco, 1911",,1911,0,Spain
,"France-Baoule (Ivory Coast), 1911",,1911,0,France
,"Cuba (with intervention by USA), 1912",,1912,0,Cuba
,"Brazil, 1912-15",,1912,3,Brazil
,"Albania-Turkey, 1912",,1912,0,Albania
,"Yoruba-Britain (Abeokuta, Nigeria), 1912-13",,1912,1,Yoruba
,"Afghanistan (Mangals), 1912",,1912,0,Afghanistan
,"China, 1912",,1912,0,China
,"Bakongo-Portugal, 1913",,1913,0,Bakongo
,"Portugal-Congo (Zaire), 1913-18",,1913,5,Portugal
,"US-Mexico (Veracruz), 1914",,1914,0,United_States
,"Britain-Ireland, 1914",,1914,0,United_Kingdom
,"Benin-France (north of Porto Novo), 1914",,1914,0,Benin
,"Niger-France, 1914-16",,1914,2,Niger
,"Britain, France-Germany (Togo), 1914",,1914,0,United_Kingdom
,"France, Britain-Germany (Cameroon), 1914-16",,1914,2,France
,"Germany-Belgium (Rwanda), 1914-16",,1914,2,Germany
,"Britain-Germany (Tanzania, Zambia), 1914-18",,1914,4,United_Kingdom
,"Germany-Britain (South Africa), 1914-15",,1914,1,Germany
,"South Africa (Transvaal), 1914",,1914,0,South_Africa
,"Uganda (Abamalaki separatists), 1914",,1914,0,Uganda
,"Britain, India, South Africa-Germany (Tanzania), 1914-17",,1914,3,United_Kingdom
,"Britain, India-Turkey (Iraq), 1914-18",,1914,4,United_Kingdom
,"Japan-Germany (China), 1914",,1914,0,Japan
,"Britain, Australia, France-Turkey (Gallipoli), 1915",,1915,0,United_Kingdom
,"France-Sanusis (Chad), 1915-19",,1915,4,France
,"Mali-France (Beledougou, near Bamako), 1915",,1915,0,Mali
,"Benin-France, 1915-16",,1915,1,Benin
,"France-Samori (Burkina Faso), 1915",,1915,0,France
,"Belgium-Belgian Congo, 1915",,1915,0,Belgium
,"Malawi-Britain, 1915",,1915,0,Malawi
,"China (Yunnan), 1915-16",,1915,1,China
,"Britain-Sri Lanka, 1915",,1915,0,United_Kingdom
,"Dominican Republic, 1916",,1916,0,Dominican_Republic
Anglo-Irish Civil War,"Britain-Ireland, 1916",,1916,0,United_Kingdom
,"Arabs-? (Hijaz, Saudi Arabia), 1916",,1916,0,Arabs
,"France-Chief Kaossen (Mauritania), 1916-17",,1916,1,France
,"Samori-France (Koutiala and Bandiagara, Mali), 1916",,1916,0,Samori
,"Nikki-France (Borgou, Benin), 1916",,1916,0,Nikki
,"Ethiopia, 1916",,1916,0,Ethiopia
,"Kirghiz-Russia, 1916",,1916,0,Kirghiz
,"Japan-China (Jilin), 1916",,1916,0,Japan
,"Dominican Republic-USA, 1917-18",,1917,1,Dominican_Republic
,"Cuba, 1917",,1917,0,Cuba
February Revolution (Bolshevik Revolution),"Russia (St. Petersburg), 1917",,1917,0,Russia
Kornilov's Revolt (Bolshevik Revolution),"Russia,  1917",,1917,0,Russia
,"Russia (Irkutsk), 1917",,1917,0,Russia
,"Russia (Ukraine), 1917-20",,1917,3,Russia
Estonian War of Independence,"Estonia-Russia, 1917-20",,1917,3,Estonia
,"Ivory Coast (Dida)-France, 1917-18",,1917,1,Côte_d’Ivoire
,"Portuguese Guinea-Portugal (Bijagos Islands), 1917",,1917,0,Portuguese Guinea
,"Portugal?-? (Barue, ?), 1917",,1917,0,Portugal
,"China (Kweichow), 1917-18",,1917,1,China
,"Haitians-USA, 1918-19",,1918,1,Haitians
,"Finland-Russia, 1918-20",,1918,2,Finland
,"Lithuania-Russia, 1918-20",,1918,2,Lithuania
,"Russia (Caucasus), 1918-20",,1918,2,Russia
,"Russia-Britain, France, US, 1918-20",,1918,2,Russia
Vladai Uprising,"Bulgaria, 1918",,1918,0,Bulgaria
,"Serbia-Montenegro, 1918-19",,1918,1,Serbia
,"Germany, 1918",,1918,0,Germany
,"Germany, 1918-23",,1918,5,Germany
,"Poland-Germany (Poznan), 1918-19",,1918,1,Poland
,"Adja-France (Mono, Benin), 1918-19",,1918,1,Adja
,"Russia (Siberia, Turkestan), 1918-24",,1918,6,Russia
,"Russia-Czechs, 1918-20",,1918,2,Russia
,"Poland-Czechoslovakia (Teschen), 1919",,1919,0,Poland
Spartacist Revolt,"Germany, 1919",,1919,0,Germany
,"Germany, 1919",,1919,0,Germany
,"Turkey-Armenia, 1919-21",,1919,2,Turkey
,"Latvia-Germany, Russia, 1919-20",,1919,1,Latvia
,"Egypt-Britain, 1919",,1919,0,Egypt
,"Egbas-Britain (Nigeria), 1919",,1919,0,Egbas
,"Germany (Ruhr), 1920",,1920,0,Germany
,"Britain-Iran, 1920",,1920,0,United_Kingdom
,"Spain-Morocco (Rifs), 1920-24",,1920,4,Spain
,"Britain-Somaliland (""Mad Mullah""), 1920",,1920,0,United_Kingdom
,"China (Beijing), 1920",,1920,0,China
,"Panama-Costa Rica, 1921",,1921,0,Panama
,"Finland-Soviet Union, 1921-22",,1921,1,Finland
,"Poland-Germany (Silesia), 1921",,1921,0,Poland
Chinese Civil War,"China (Nationalists, warlords, Peking government, Communists), 1921-36",,1921,15,China
,"Mongolia-China, Russian White Guard (Mongolia), 1921-24",,1921,3,Mongolia
,"Italy, 1922",,1922,0,Italy
,"Ireland, 1922",,1922,0,Ireland
,"Egypt-Britain, 1922",,1922,0,Egypt
,"South Africa, 1922",,1922,0,South_Africa
,"Bukhara-Bolsheviks (Bukhara), 1922",,1922,0,BUnited_Kingdomhara
,"China (warlords), 1922",,1922,0,China
,"China, 1922-23",,1922,1,China
,"Bulgaria, 1923",,1923,0,Bulgaria
Corfu Incident,"Italy-Greece, 1923",,1923,0,Italy
,"Spain, 1923",,1923,0,Spain
,"Greece, 1923-24",,1923,1,Greece
,"Albania, 1923",,1923,0,Albania
,"Persia, 1924",,1924,0,Persia
,"India (Hindu-Muslim), 1924",,1924,0,India
,"China (warlords), 1924",,1924,0,China
,"Turkey-Kurds, 1925",,1925,0,Turkey
,"China (Guangdong), 1926",,1926,0,China
,"Albania (with Yugoslav intervention), 1926",,1926,0,Albania
,"Namibia (Bastards), 1926",,1926,0,Namibia
,"Nicaragua (with intervention by USA), 1927-33",,1927,6,Nicaragua
,"Dominican Republic (with intervention by USA), 1927",,1927,0,Dominican_Republic
,"China (Shanghai), 1927",,1927,0,China
,"China (Guangdong), 1927-28",,1927,1,China
,"Japan-China (Shandong), 1927-28",,1927,1,Japan
,"Yemen-Britain, 1928",,1928,0,Yemen
,"Haiti-USA, 1929",,1929,0,Haiti
Democide of Russians,"Soviet Union, 1929-36 G",,1929,7,Soviet Union
,"Soviet Union (Buryats) (Lake Baikal), 1929",,1929,0,Union_of_Soviet_Socialist_Republics
,"China (Kuangsi), 1929",,1929,0,China
,"Spain, 1930-31",,1930,1,Spain
,"Brazil, 1930",,1930,0,Brazil
,"Argentina, 1930",,1930,0,Argentina
,"Ethiopia, 1930",,1930,0,Ethiopia
,"India-Britain (Peshawar), 1930-31",,1930,1,India
,"Afghanistan (Koh Daman), 1930",,1930,1,Afghanistan
,"Afghanistan (Shinwari), 1930",,1930,0,Afghanistan
,"Afghanistan, Russia (Ibrahim Bey), 1930-31",,1930,1,Afghanistan
,"Burma-Britain, 1930-31",,1930,1,Myanmar_[Burma]
,"Cuba, 1931",,1931,0,Cuba
,"Peru, 1931-32",,1931,1,Peru
,"Chile, 1931",,1931,0,Chile
,"Spain, 1931",,1931,0,Spain
,"Spain (Seville), 1932",,1932,0,Spain
,"Peru-Colombia, 1932",,1932,0,Peru
,"Afghanistan (Ghilzai), 1932",,1932,0,Afghanistan
,"Afghanistan (Khosts), 1932",,1932,0,Afghanistan
,"Thailand, 1932",,1932,0,Thailand
,"Cuba, 1933-34",,1933,1,Cuba
Genocide of Jews,"Germany, 1933-45 G",,1933,12,Germany
,"Spain (Barcelona), 1933",,1933,0,Spain
,"Iraq-Kurds, 1933",,1933,0,Iraq
,"Japan-China (Jehol), 1933",,1933,0,Japan
,"China (Fujian), 1933-34",,1933,1,China
,"Spain (Catalonia), 1934",,1934,0,Spain
,"Britain-Palestinians, 1934-39",,1934,5,United_Kingdom
,"Saudi Arabia-Yemen, 1934",,1934,0,Saudi_Arabia
,"Albania, 1935",,1935,0,Albania
,"Brazil, 1935",,1935,0,Brazil
,"Afghanistan (Mohmand), 1935",,1935,0,Afghanistan
,"Japan-China (Inner Mongolia), 1935",,1935,0,Japan
Great Terror,"Soviet Union, 1936-39 G",,1936,3,Soviet Union
,"Britain-Palestinians, 1936-39",,1936,3,United_Kingdom
,"Britain-Hindus (India), 1936-38",,1936,2,United_Kingdom
,"Japan (Tokyo), 1936",,1936,0,Japan
Second World War in Asia and Pacific,"Japan-China, US, USSR, Britain, 1937-45",,1937,8,Japan
,"USSR, 1937",,1937,0,Union_of_Soviet_Socialist_Republics
,"Afghanistan (Ghilzai), 1937",,1937,0,Afghanistan
,"Germany-Austria, 1938",,1938,0,Germany
Kristallnacht,"Germany (Jews), 1938",,1938,0,Germany
,"Hungary-Slovakia, Ukraine, 1938-39",,1938,1,Hungary
Democide of Russians,"Soviet Union, 1939-41 G",,1939,2,Soviet Union
,"Germany-Lithuania, 1939",,1939,0,Germany
,"Italy-Albania, 1939",,1939,0,Italy
Second World War in Europe,"Ger, Ita, Hung-Pol, Brit, Fra, Nor, Belg, Neth, Greece, USSR, USA, 1939-45",,1939,6,Germany
,"Ethiopia (with British assistance)-Italy,1939-41",,1939,2,Ethiopia
,"Britain, USA-Italy, Germany (Egypt, Libya), 1940-43",,1940,3,United_Kingdom
,"Free French-Germany (Cameroon, Congo, Gabon), 1940",,1940,0,Free French
,"Italy-Britain (Ethiopia and Somaliland), 1940-41",,1940,1,Italy
,"Vietnam (South)-France, 1940",,1940,0,Vietnam
,"Peru-Ecuador, 1941-42",,1941,1,Peru
,"Yugoslavia (with fighting against Germany), 1941-46",,1941,5,Yugoslavia
,"Britain, Free France-Syria, Vichy France, 1941",,1941,0,United_Kingdom
,"Britain, Russia-Iran, 1941",,1941,0,United_Kingdom
,"Britain-Iraq, 1941",,1941,0,United_Kingdom
,"Ethiopia (tribal clashes at Kenya border), 1942",,1942,0,Ethiopia
,"Uganda (Kitawala revolt), 1942",,1942,0,Uganda
,"Britain-Germany (Madagascar), 1942",,1942,0,United_Kingdom
,"India, 1942",,1942,0,India
,"Japan-Burma, Britain, India, 1942-45",,1942,3,Japan
,"El Salvador, 1944",,1944,0,El_Salvador
,"Albania, 1944",,1944,0,Albania
,"Britain-Burma, 1945-46",,1945,1,United_Kingdom
,"Vietnam-France (with British and Chinese support), 1945-46",,1945,1,Vietnam
,"Laos-France, 1945",,1945,0,Laos
,"Cambodia-France, 1945-53",,1945,8,Cambodia
,"Iran (Azerbaijan, with intervention by USSR), 1945-46",,1945,1,Iran
,"Britain-Eritrea, 1946",,1946,0,United_Kingdom
,"Iran (southern tribesmen), 1946",,1946,0,Iran
,"Laos-France, 1946-54",,1946,8,Laos
,"Russia-Iran, 1946-48",,1946,2,Russia
,"Paraguay, 1948-49",,1948,1,Paraguay
,"Costa Rica (Caldoronistas with Nicaraguan support), 1948-49",,1948,1,Costa_Rica
,"Israel-Palestinians, 1948-",,1948,,Israel
,"Yemen, 1948",,1948,0,Yemen
,"Burma (Karens), 1948-50",,1948,2,Myanmar_[Burma]
,"Indonesia-Netherlands, 1948-49",,1948,1,Indonesia
,"Yemen-Britain, 1949-50",,1949,1,Yemen
,"South Africa (Durban), 1949",,1949,0,South_Africa
,"South Yemen-Britain, 1950-63",,1950,13,South Yemen
,"Nationalist Chinese-Burma, 1950-54",,1950,4,Nationalist Chinese
,"Egypt-Britain, 1951-52",,1951,1,Egypt
,"Iran-Britain, 1951-53",,1951,2,Iran
,"Thailand, 1951",,1951,0,Thailand
,"South Africa (Kimberly), 1952",,1952,0,South_Africa
,"Syria (Druzes), 1953-54",,1953,1,Syria
,"Britain-Kuwait, 1953",,1953,0,United_Kingdom
,"Yemen-Aden, 1954",,1954,0,Yemen
,"Costa Rica (with intervention from Nicaragua), 1955",,1955,0,Costa_Rica
,"Pakistan-Afghanistan, 1955",,1955,0,Pakistan
,"Britain, Oman-Saudi Arabia, 1955",,1955,0,United_Kingdom
,"Yemen, 1955",,1955,0,Yemen
,"Britain-Jordan, 1955-56",,1955,1,United_Kingdom
,"Peru (Iquilas), 1956",,1956,0,Peru
,"Yemen-Aden, 1956-58",,1956,2,Yemen
,"Haiti, 1956-57",,1956,1,Haiti
,"Maldives-Britain, 1957",,1957,0,Maldives
,"China-Burma, 1956",,1956,0,China
,"North Vietnam, 1956",,1956,0,North_Vietnam
,"Venezuela (Communists), 1957-68",,1957,11,Venezuela
,"Oman (imam of Oman), 1957",,1957,0,Oman
,"Indonesia (north Celebes, Sumatra), 1957-61",,1957,0,Indonesia
,"Nicaragua-Honduras, 1957",,1957,0,Nicaragua
,"Western Saharans-Spain, France, 1957-58",,1957,1,Western_Saharans
,"France-Tunisia, 1957-58",,1957,1,France
,"Spain-Morocco, 1957-58",,1957,1,Spain
,"Venezuela, 1958",,1958,0,Venezuela
,"Iraq, 1958",,1958,0,Iraq
,"Jordan (with British support), 1958",,1958,0,Jordan
Djebel Akhdar rebellion,"Oman, 1958-59",,1958,1,Oman
,"Congo-Belgium, 1958-60",,1958,2,Congo
,"Britain-Malawi, 1958",,1958,0,United_Kingdom
,"Thailand-Cambodia, 1958-62",,1958,4,Thailand
,"Indonesia, 1958",,1958,0,Indonesia
,"Netherlands-Indonesia (West Irian ), 1958-62",,1958,4,Netherlands
,"South Africa (Durban), 1959",,1959,0,South_Africa
,"Morocco (Rifs), 1959-60",,1959,1,Morocco
,"Cameroon, 1959-61",,1959,2,Cameroon
,"Congo (Brazzaville)-France, 1959",,1959,0,Congo
,"Gabon-France, 1959",,1959,0,Gabon
,"China-India, 1959",,1959,0,China
,"Cuba-Dominican Republic, 1959",,1959,0,Cuba
,"Nicaragua, 1960-79",,1960,19,Nicaragua
,"Venezuela, 1960-74",,1960,14,Venezuela
,"Turkey (students), 1960",,1960,0,Turkey
,"Algeria (French Rightists), 1960",,1960,0,Algeria
,"Somalia-Ethiopia, 1960",,1960,0,Somalia
,"Uganda-Britain, 1960",,1960,0,Uganda
,"Angola-Portugal, 1960",,1960,0,Angola
,"South Africa (Durban and Sharpeville), 1960",,1960,0,South_Africa
,"Indonesia (western Java), 1960-62",,1960,2,Indonesia
,"Zambia, 1961",,1961,0,Zambia
Bay of Pigs Incident,"Cuba (with intervention from USA), 1961",,1961,0,Cuba
,"Dominican Republic (with intervention by USA), 1961-62",,1961,1,Dominican_Republic
,"Algeria, 1961",,1961,0,Algeria
,"France-Morocco, 1961-62",,1961,1,France
,"Nepal, 1961",,1961,0,Nepal
,"Thailand, 1961-74",,1961,13,Thailand
,"Guatemala, 1962",,1962,0,Guatemala
,"Brunei, 1962",,1962,0,Brunei
,"Chad (with intervention by Libya and France), 1962-71",,1962,9,Chad
,"Brunei (with Malaysian, British, and Indonesian intervention), 1962",,1962,0,Brunei
,"Algeria-Morocco, 1962-64",,1962,2,Algeria
,"Iraq, 1963",,1963,0,Iraq
,"Syria (coup), 1963",,1963,0,Syria
,"South Yemen-Britain, 1963-67",,1963,4,South Yemen
,"Congo (Brazzaville), 1963",,1963,0,Congo
,"Egypt-Somalia, 1963-64 ?",,1963,1,Egypt
,"Somalia-Kenya, 1963-67",,1963,4,Somalia
,"Philippines (Huks, then New Peoples' Army) (Luzon), 1964-86",,1964,22,Philippines
,"Syria, 1964",,1964,0,Syria
,"Sudan-Uganda, 1964",,1964,0,Sudan
,"Sudan, 1964",,1964,0,Sudan
,"Gabon, 1964",,1964,0,Gabon
,"Zambia, 1964",,1964,0,Zambia
,"Brazil, 1964",,1964,0,Brazil
,"Guatemala, 1964-66",,1964,2,Guatemala
,"Peru, 1964-65",,1964,1,Peru
,"Oman (Dhufar), 1964-75",,1964,11,Oman
Politicide of civilians in NLF areas,"South Vietnam, 1965-72 G",,1965,7,South Vietnam
,"Zaire-Uganda, 1965",,1965,0,Zaire
,"Colombia (various left-wing groups), 1965-72",,1965,7,Colombia
,"Ghana, 1966",,1966,0,Ghana
,"South Africa-Namibia, 1966-89",,1966,23,South_Africa
,"Zaire, 1966",,1966,0,Zaire
,"Sudan-Chad, 1966",,1966,0,Sudan
,"Bolivia, 1966-67",,1966,1,Bolivia
,"Guatemala, 1966-84 G",,1966,18,Guatemala
,"India (Mizos), 1966-68",,1966,2,India
,"Syria, 1966",,1966,0,Syria
,"China-India (Sikkim-Tibet border), 1967",,1967,0,China
,"South Yemen, 1968",,1968,0,South Yemen
,"Oman (with intervention by South Yemen), 1968-83",,1968,15,Oman
,"Chad (with French intervention), 1968-69",,1968,1,Chad
,"Mexico (student revolt), 1968",,1968,0,Mexico
,"Sudan-Uganda, 1968 ?",,1968,0,Sudan
,"Anguila (with British intervention), 1969",,1969,0,Anguila
,"St. Maarten-Netherlands, 1969",,1969,0,St. Maarten
,"Curacao-Netherlands, 1969",,1969,0,Curacao
,"Lebanon, 1969",,1969,0,Lebanon
,"Saudi Arabia-South Yemen, 1969",,1969,0,Saudi_Arabia
,"Iran-Iraq, 1969-70",,1969,1,Iran
,"China-Soviet Union (Ussuri), 1969",,1969,0,China
,"China-India (Uttar Pradesh), 1969",,1969,0,China
,"Guinea (with Portuguese support for rebels), 1970",,1970,0,Guinea
,"Syria (coup), 1970",,1970,0,Syria
,"Jordan, 1971",,1971,0,Jordan
,"Sri Lanka (Ceylon), 1971",,1971,0,Sri_Lanka
,"Uganda-Tanzania, 1971",,1971,0,Uganda
,"South Yemen-Yemen, 1972-73",,1972,1,South Yemen
,"Uganda-Tanzania, 1972",,1972,0,Uganda
,"Lebanon, 1973",,1973,0,Lebanon
,"Portugal, 1974",,1974,0,Portugal
,"Ethiopia, 1974",,1974,0,Ethiopia
,"Bangladesh, 1975-92",,1975,17,Bangladesh
,"Portugal, 1975",,1975,0,Portugal
,"Vietnam (Montagnards), 1975-79",,1976,3,Vietnam
,"Laos, 1975-79",,1975,4,Laos
,"Colombia, 1976-83",,1976,7,Colombia
,"Syria, 1976-82",,1976,6,Syria
,"Chad, 1976-79",,1976,3,Chad
,"South Africa, 1976-93",,1976,17,South_Africa
,"Ethiopia (Addis Ababa), 1977",,1977,0,Ethiopia
,"Ethiopia (Ogaden), 1977",,1977,0,Ethiopia
,"Yemen (with intervention by South Yemen), 1978-79",,1978,1,Yemen
,"Iran (Kurds and other groups), 1979-80",,1979,1,Iran
,"Iraq (Kurds), 1979-80",,1979,1,Iraq
,"Ethiopia-Somalia, 1980-88",,1980,8,Ethiopia
,"Cambodia (with intervention by Vietnam and from Thailand), 1980-91",,1980,11,Cambodia
,"South Korea, 1980",,1980,0,South_Korea
,"Nicaragua, 1981-88",,1981,7,Nicaragua
,"Ecuador-Peru, 1981",,1981,0,Ecuador
,"India (Punjab), 1981-93",,1981,12,India
,"Syria (Hama), 1982",,1982,0,Syria
,"Sudan (south), 1982-",,1982,,Sudan
,"USA-Grenada, 1983",,1983,0,United_States
,"India (Assam), 1983-",,1983,,India
Politicide of Tigreans,"Ethiopia, 1984-88 ? G",,1984,4,Ethiopia
,"Indonesia-East Timor, 1984-89",,1984,5,Indonesia
,"Ecuador, 1985-86",,1985,1,Ecuador
,"Pakistan, 1986-87",,1986,1,Pakistan
,"Syria, 1986",,1986,0,Syria
,"Chad-Libya, 1986-87",,1986,1,Chad
,"Uganda, 1986-91",,1986,5,Uganda
,"Philippines (New Peoples' Army), 1986-94",,1986,8,Philippines
,"India-Pakistan (Kashmir), 1987",,1987,0,India
,"Laos-Thailand, 1987-88",,1987,1,Laos
"Politicide of Kurds, Marsh Arabs","Iraq (Kurds), 1988-94 G",,1988,6,Iraq
Genocide of Issaqs,"Somalia, 1988-92",,1988,4,Somalia
,"Burma, 1988",,1988,0,Myanmar_[Burma]
,"Papua New Guinea (Bouganville), 1988-97",,1988,9,Papua New Guinea
,"Panama, 1989",,1989,0,Panama
,"Panama-United States, 1989",,1989,0,Panama
,"Paraguay, 1989",,1989,0,Paraguay
,"Philippines (RAM), 1989-90",,1989,1,Philippines
,"Morocco-Western Sahara, 1989",,1989,0,Morocco
,"Mauritania-Senegal, 1989-90",,1989,1,Mauritania
,"Niger, 1989",,1989,0,Niger
,"Comoros, 1989",,1989,0,Comoros
,"Chad, 1989-94",,1989,5,Chad
,"Bangladesh, 1989-91",,1989,2,Bangladesh
,"India-Pakistan, 1989-90",,1989,1,India
,"Laos, 1989-90",,1989,1,Laos
,"Indonesia (Aceh), 1989-91",,1989,2,Indonesia
,"Iran (Kurds), 1990",,1990,0,Iran
,"Niger, 1990-94",,1990,4,Niger
,"India (Jammu and Kashmir), 1990-",,1990,,India
,"Haiti, 1991",,1991,0,Haiti
,"Iran (Khalq), 1991-93",,1991,2,Iran
,"Iraq (Shias), 1991",,1991,0,Iraq
,"Djibouti, 1991-94",,1991,3,Djibouti
,"Morocco-Western Sahara, 1991",,1991,0,Morocco
,"Spain (Basque), 1991-92",,1991,1,Spain
,"Yugoslavia (Slovenia), 1991",,1991,0,Yugoslavia
,"Cambodia, 1991-",,1991,,Cambodia
,"Moldova, 1992",,1992,0,Moldova
,"Georgia (South Ossetia), 1992",,1992,0,Georgia
,"Georgia (Abkhazia), 1992-93",,1992,1,Georgia
,"Egypt, 1992-",,1992,,Egypt
,"India-Pakistan, 1992",,1992,0,India
,"Indonesia-East Timor, 1992",,1992,0,Indonesia
,"Russia (Moscow), 1993",,1993,0,Russia
,"Iran (Kurds), 1993",,1993,0,Iran
,"Somalia, 1993-",,1993,,Somalia
,"Mexico, 1994",,1994,0,Mexico
,"Russia-Chechnya, 1994-96",,1994,2,Russia
,"Yemen, 1994",,1994,0,Yemen
,"Ecuador-Peru, 1995",,1995,0,Ecuador
